15.5;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
16.3;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
16.9;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
17;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
17.1;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
17.3;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
17.5;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
17.6;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
17.9;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
18;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
18.1;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
18.2;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
18.3;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
18.4;[5.0, 18.5[;[5.0, 18.5[;[5.0, 30.0[;[5.0, 250.0[;*
18.5;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
18.6;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
18.7;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
18.8;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
18.9;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
19;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
19.1;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
19.2;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
19.3;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
19.4;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
19.5;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
19.6;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
19.7;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
19.8;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
19.9;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
20;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
20.1;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
20.2;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
20.3;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
20.4;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
20.5;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
20.6;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
20.7;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
20.8;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
20.9;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
21;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
21.1;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
21.2;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
21.3;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
21.4;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
21.5;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
21.6;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
21.7;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
21.8;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
21.9;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
22;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
22.1;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
22.2;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
22.3;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
22.4;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
22.5;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
22.6;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
22.7;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
22.8;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
22.9;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
23;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
23.1;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
23.2;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
23.3;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
23.4;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
23.5;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
23.6;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
23.7;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
23.8;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
23.9;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
24;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
24.1;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
24.2;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
24.3;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
24.4;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
24.5;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
24.6;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
24.7;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
24.8;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
24.9;[18.5, 25.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
25;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
25.1;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
25.2;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
25.3;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
25.4;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
25.5;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
25.6;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
25.7;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
25.8;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
25.9;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
26;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
26.1;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
26.2;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
26.3;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
26.4;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
26.5;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
26.6;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
26.7;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
26.8;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
26.9;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
27;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
27.1;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
27.2;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
27.3;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
27.4;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
27.5;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
27.6;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
27.7;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
27.8;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
27.9;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
28;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
28.1;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
28.2;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
28.3;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
28.4;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
28.5;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
28.6;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
28.7;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
28.8;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
28.9;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
29;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
29.1;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
29.2;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
29.3;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
29.4;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
29.5;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
29.6;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
29.7;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
29.8;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
29.9;[25.0, 30.0[;[18.5, 30.0[;[5.0, 30.0[;[5.0, 250.0[;*
30;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
30.1;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
30.2;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
30.3;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
30.4;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
30.5;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
30.6;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
30.7;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
30.8;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
30.9;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
31;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
31.1;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
31.2;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
31.3;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
31.4;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
31.5;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
31.6;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
31.7;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
31.8;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
31.9;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
32;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
32.1;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
32.2;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
32.3;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
32.4;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
32.5;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
32.6;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
32.7;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
32.8;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
32.9;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
33;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
33.1;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
33.2;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
33.3;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
33.4;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
33.5;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
33.6;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
33.7;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
33.8;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
33.9;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
34;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
34.1;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
34.2;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
34.3;[30.0, 35.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
